example_id,customer_tweet_id,customer_text,annotator_label,predicted_intent,classifier_confidence,top_retrieval_similarity,reply_status,reply_text,escalation_decision,escalation_reason_code,escalation_reason
GS-0172,2287214,"@AppleSupport Soo🤦🏿‍♂️.. Wassup with this update?🤷🏿‍♂️ The app store doesn’t work correctly and it keeps asking me to sign over, and over, and over.. well 💁🏿‍♂️.. you get it..fix it please😇.. thank you😘.. This 8 Plus costs too much to be having these issues😒",app_store_issue,software_update_issue,0.29821272430481094,0.3775735575234868,instructional,"Thanks for reaching out about software update issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Let's reset NVRAM https://t.co/sf0JEbUJVS then we'll continue our convesation in a Direct Message.
Also helpful to confirm: @769279 Does restarting help?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.2982) is below required threshold (0.6500).
GS-0173,2834321,"@AppleSupport had my iphone 7 for just about a year and the headphone jack/charging socket is faulty, slightest movement and the headphone or charger comes out",hardware_issue,charging_issue,0.8858627197297586,0.3132764213713991,dm_redirect,"Thanks for writing in about charging issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0174,248739,Why does my phone keep automatically turning on WiFi and Bluetooth even when I manually turn them off 😤 @AppleSupport,network_connectivity,network_connectivity,0.8477577853280115,0.4017326205310602,instructional,"Thanks for reaching out about network connectivity.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check here: https://t.co/G7BHuQFeJE
Also helpful to confirm: To start, can you tell us what device and OS software version you're using?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0175,1089869,@AppleSupport how do I get my phone back to normal it’s saying I have headphones in when I don’t I’ve switched it on and off 10 times 😅,hardware_issue,howto_or_feature,0.6611225184167591,0.3536190354899789,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0176,9217,"@AppleSupport I thought this update would fix the problem with appstore/itunes payments. I cant open some apps , i cant update any and i cant download any",app_store_issue,app_store_issue,0.7710569854745608,0.291557218808363,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What happens when you try? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2916) is below required threshold (0.3000) or no evidence returned.
GS-0177,2278628,I have apple care but wondering if that applies to headphones? My one earbud stopped working that I got in April with my phone? @115858,other_or_unclear,hardware_issue,0.17930962539198353,0.20332020065010964,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.1793) is below required threshold (0.6500).
GS-0178,2286712,@AppleSupport is there going to be a new update for the IOS because the last one screwed up my phone so bad!!!,software_update_issue,software_update_issue,0.8745621210614571,0.36021721677058643,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What issues are you experiencing with your iPhone? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0179,1470786,Y’all imma keep complaining about my @115858 iPhone battery. How DO I GO FROM 10% to 4% between BLINKS.,battery_drain,howto_or_feature,0.45508449670340745,0.28340436503466887,instructional,"Thanks for reaching out about howto or feature.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Try these steps: https://t.co/bivpdfBNJ6 Let us know if this helps.
Also helpful to confirm: Are these charged from the iTunes Store?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4551) is below required threshold (0.6500).
GS-0180,255113,"@AppleSupport Hello, my purchased songs are disappearing for download from iTunes, what’s happening? Do you have any suggestions?",app_issue,payment_or_refund,0.1930467228432489,0.2307419863044517,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What's happening, exactly? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.1930) is below required threshold (0.6500).
GS-0181,2059713,@AppleSupport Pls send link on how to downgrade OS. Horrible battery life now w/ 6s Plus. From 95% to a perilous 14%. 1hr use 1hr standby. 😡,battery_drain,battery_drain,0.7090023514077901,0.22017745562153013,dm_redirect,"Thanks for writing in about battery drain. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2202) is below required threshold (0.3000) or no evidence returned.
GS-0182,2703256,@AppleSupport the power button isn't working on my iPhone 6s. Help!,hardware_issue,hardware_issue,0.8191509416909676,0.4740999209229823,dm_redirect,"Thanks for writing in about hardware issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0183,42644,@AppleSupport Hello I have iPhone 5s which since 11.0.3 update is constantly saying storage full even though its not! Please help! Thank you,storage_issue,storage_issue,0.7795326105559816,0.256513351366352,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @439310 Please Restart the device, if you have not already and DM us should the issue persist.
Also helpful to confirm: What's happening, exactly?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2565) is below required threshold (0.3000) or no evidence returned.
GS-0184,1285629,@AppleSupport I already have a plan with Apple Music but it is telling me to renew my plan.,subscription_management,subscription_management,0.6910949305303623,0.2864108982122867,dm_redirect,"Thanks for writing in about subscription management. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Can you confirm your iOS version for us? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2864) is below required threshold (0.3000) or no evidence returned.
GS-0185,679329,"@AppleSupport why can't I download a 2GB film, when I've got over 4GB of space, yet jt says not enough storage.",storage_issue,storage_issue,0.8024840785572227,0.3250865208808811,instructional,"Thanks for reaching out about storage issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Go to Settings &gt; General &gt; About for the version.
Also helpful to confirm: What device is this happening with and what's the exact iOS version installed?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0186,1366364,"@AppleSupport  New software for iPhone problems. Calendar issues, sound on recordings and Siri not working at all, phone freezing up etc",software_update_issue,app_issue,0.4572394052552813,0.3008985264719637,dm_redirect,"Thanks for writing in about app issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What seems to be going on? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.4572) is below required threshold (0.6500).
GS-0187,1105618,Fuck @115858 🤦‍♂️ ma phone jus deleted all ma messages n contacts ..,other_or_unclear,app_issue,0.6678191679067772,0.3023392235744746,instructional,"Thanks for reaching out about app issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- If you go to https://t.co/tmRhWEkIq4 from a computer, do you see these contacts?
Also helpful to confirm: If you go to https://t.co/tmRhWEkIq4 from a computer, do you see these contacts?
If this still does not resolve it, similar cases were often moved to DM for closer help.",auto_handle,high_confidence_supported_case,"High confidence classification, strong retrieval similarity, and instructional reply support automated response."
GS-0188,620128,@AppleSupport I got charged for an album I already paid for a long time ago and I’d like a refund please,payment_or_refund,payment_or_refund,0.994847325273174,0.29651958884074503,instructional,"Thanks for reaching out about payment or refund.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @646682 Did you update to the latest, iOS 11.1.1?
Also helpful to confirm: @646682 Did you update to the latest, iOS 11.1.1?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2965) is below required threshold (0.3000) or no evidence returned.
GS-0189,1101035,"@AppleSupport ""Installing"" on sits over the app on the homescreen/within the media area . I do not need to install from the app store",app_store_issue,app_store_issue,0.37549707896296924,0.2902679877611374,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.3755) is below required threshold (0.6500).
GS-0190,1442580,so @AppleSupport I keep getting locked out of conversations with your helpful chat guys...maybe I am pressing the wrong button...my screen on ipad and phone goes black every few minuets and I get the dreaded rotating gear  what do  I need to do to rectify,software_update_issue,hardware_issue,0.19749210965473196,0.18819472079424235,instructional,"Thanks for reaching out about hardware issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- @247111 Check out this article and see if it's process helps to address this for you: https://t.co/osZOKKTalm Let us know if that helps and we'll continue from…
Also helpful to confirm: Which device does this issue occur on?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.1975) is below required threshold (0.6500).
GS-0191,813368,"hey @118936 you and @AppleSupport need to help me figure out how to get a refund on a purchase i didn’t want to make, but touch id forced.",payment_or_refund,payment_or_refund,0.9663817043270131,0.2910819493384574,dm_redirect,"Thanks for writing in about payment or refund. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2911) is below required threshold (0.3000) or no evidence returned.
GS-0192,1957416,@AppleSupport I just hope that backing my stuff up on iCloud  or using my own SIM card will restore my content,other_or_unclear,network_connectivity,0.5257424467054632,0.23524694953556344,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share a bit more detail about what you are seeing? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5257) is below required threshold (0.6500).
GS-0193,1434261,@AppleSupport can you please help my IPhone 6 keeps dying within a minute after a full charge,battery_drain,charging_issue,0.5397027215055588,0.3781715469132077,instructional,"Thanks for reaching out about charging issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Try these tips for battery life and let us know if you still have an issue: https://t.co/TpjqFp3jxD
Also helpful to confirm: Send us a DM letting us know which device you're using and the iOS version installed.?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.5397) is below required threshold (0.6500).
GS-0194,699567,"@AppleSupport Thank you, we managed to fix it with a forced shutdown. Any touching of the home button was making the iPhone 8+ vibrate very strangely and for quite a few seconds at a time (seems to have happened after iOS 11.1.2 update)",hardware_issue,software_update_issue,0.5676501172002233,0.2617862153578963,dm_redirect,"Thanks for writing in about software update issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.5677) is below required threshold (0.6500).
GS-0195,2284090,@115858 @89562 the two step verification code sucks.  Can’t do it fast enough to work on TV.  #appleUpdates suck.  #ruinedAppleTV,account_access,account_access,0.46456153254493626,0.30278127628403845,instructional,"Thanks for reaching out about account access.
Based on how similar historical cases were handled, here is what support typically suggested next:
- Check out this link for instructions towards the bottom: https://t.co/RONuUjClwW
Also helpful to confirm: What is the exact iOS version running on your iPhone?
If this still does not resolve it, similar cases were often moved to DM for closer help.",escalate,low_classifier_confidence,Classifier confidence (0.4646) is below required threshold (0.6500).
GS-0196,2301711,@AppleSupport I went onto iTunes on my computer and it downloaded on there so I was able to download it to my phone from my computer. Thanks!,app_store_issue,howto_or_feature,0.27343782929228444,0.2744825370684207,dm_redirect,"Thanks for writing in about howto or feature. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. What specific issues are you experiencing? Once we have that, a specialist can take the next step with you.",escalate,low_classifier_confidence,Classifier confidence (0.2734) is below required threshold (0.6500).
GS-0197,34627,@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,charging_issue,charging_issue,0.9183511810473504,0.2637695710315639,dm_redirect,"Thanks for writing in about charging issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2638) is below required threshold (0.3000) or no evidence returned.
GS-0198,1144193,@AppleSupport Hey how much time is expected to raise the application on the store App Store,howto_or_feature,app_store_issue,0.7893951297078395,0.2507818049620223,dm_redirect,"Thanks for writing in about app store issue. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,insufficient_retrieval_evidence,Top retrieval similarity (0.2508) is below required threshold (0.3000) or no evidence returned.
GS-0199,1526011,@AppleSupport Thank you Service center resolved The problem,other_or_unclear,network_connectivity,0.7843806320355815,0.46735296207297866,dm_redirect,"Thanks for writing in about network connectivity. In similar past cases, Apple Support usually continued privately over DM rather than finishing troubleshooting in public replies. Could you share your device model and software version? Once we have that, a specialist can take the next step with you.",escalate,historical_resolution_requires_handoff,Historical resolution pattern requires direct message or private agent handoff.
GS-0200,1930570,"Apparently, even though I own the physical CDs and imported them into my iTunes library, once I used Apple Music they were all replaced with downloads and once my sub was up I couldn’t listen to any of my CD imports. What gives @AppleSupport",subscription_management,app_issue,0.252065976131796,0.17909150036201232,instructional,"Thanks for reaching out about app issue.
Based on how similar historical cases were handled, here is what support typically suggested next:
- We'd like to have you check out https://t.co/I39AyMJNgb to redownload your purchases.
- @503014 What happens if you select not now?",escalate,low_classifier_confidence,Classifier confidence (0.2521) is below required threshold (0.6500).
